date,TX_C_city_mean,TN_C_city_mean,RR_mm_city_mean,PP_hPa_city_mean,FG_ms_city_mean,NDVI_city,ERA5_tp_m,ERA5_u10_ms,ERA5_v10_ms,ERA5_t2m_max_C,ERA5_t2m_min_C,ERA5_t2m_max_C_anom,ERA5_t2m_min_C_anom,TX_C_city_mean_anom,TN_C_city_mean_anom,NDVI_city_anom
2000-01-01,-0.21923076923076928,-7.014102564102565,59.1353711790393,1024.084347826087,0.9275132275132276,,,,,,,,,-15.410489908344111,-12.807557474075313,
2000-01-02,0.4995726495726496,-2.88974358974359,13.506550218340612,1029.5530434782609,1.2579234972677595,,,,,,,,,-14.691686489540693,-8.683198499716339,
2000-01-03,0.9935897435897436,-7.164529914529915,0.0,1028.9991304347827,1.295108695652174,,,,,,,,,-14.197669395523597,-12.957984824502663,
2000-01-04,1.741880341880342,-7.3106837606837605,3.1528384279475983,1024.6452173913044,1.6677419354838712,,,,,,,,,-13.449378797232999,-13.104138670656509,
2000-01-05,5.136324786324787,-3.7559829059829064,4.646288209606987,1023.7339130434783,1.917816091954023,,,,,,,,,-10.054934352788555,-9.549437815955654,
2000-01-06,2.0636752136752134,-6.109829059829059,0.004366812227074236,1025.8243478260868,1.0886486486486486,,,,,,,,,-13.127583925438127,-11.903283969801809,
2000-01-07,0.18803418803418806,-6.3299145299145305,0.2838427947598253,1028.4808695652175,1.0994791666666668,,,,,,,,,-15.003224951079154,-12.123369439887279,
2000-01-08,-0.944017094017094,-5.027350427350428,0.08733624454148471,1027.6721739130435,1.2516129032258063,,,,,,,,,-16.135276233130437,-10.820805337323176,
2000-01-09,-2.007692307692308,-5.752991452991453,0.0,1027.7304347826089,1.1359550561797753,,,,,,,,,-17.19895144680565,-11.5464463629642,
2000-01-10,-0.40299145299145306,-4.3329059829059835,1.9388646288209608,1034.5791304347827,1.0623655913978494,,,,,,,,,-15.594250592104794,-10.126360892878733,
2000-01-11,0.7196581196581197,-4.544444444444445,0.0,1039.4860869565216,1.2226744186046512,,,,,,,,,-14.471601019455223,-10.337899354417193,
2000-01-12,-1.7435897435897436,-8.842735042735042,0.0,1036.5826086956522,1.6058479532163743,,,,,,,,,-16.934848882703086,-14.63618995270779,
2000-01-13,-2.5811965811965814,-8.781623931623932,0.09170305676855896,1028.1365217391306,2.869590643274854,,,,,,,,,-17.772455720309924,-14.57507884159668,
2000-01-14,-1.8713675213675218,-8.811965811965813,0.026200873362445413,1027.386086956522,1.5120481927710843,,,,,,,,,-17.062626660480863,-14.605420721938561,
2000-01-15,-1.475641025641026,-6.752991452991454,1.388646288209607,1030.86,1.7706250000000001,,,,,,,,,-16.666900164754367,-12.546446362964202,
2000-01-16,-0.16239316239316237,-4.836752136752136,0.982532751091703,1031.9739130434784,2.919875776397516,,,,,,,,,-15.353652301506504,-10.630207046724884,
2000-01-17,4.496581196581197,-5.334615384615385,34.34934497816594,1013.9295652173914,6.432278481012658,,,,,,,,,-10.694677942532145,-11.128070294588134,
2000-01-18,5.153846153846154,-0.9982905982905984,109.62882096069869,1005.6408695652175,5.390062111801242,,,,,,,,,-10.037412985267189,-6.791745508263347,
2000-01-19,1.2572649572649572,-1.475641025641026,8.270742358078603,1019.6078260869566,5.734782608695653,,,,,,,,,-13.933994181848384,-7.269095935613774,
2000-01-20,1.2598290598290598,-3.1585470085470084,8.68995633187773,1024.057391304348,4.968944099378882,,,,,,,,,-13.931430079284283,-8.952001918519757,
2000-01-21,2.686752136752137,-3.5482905982905986,64.45414847161572,1011.5947826086957,6.587577639751553,,,,,,,,,-12.504507002361205,-9.341745508263347,
