date,TX_C_city_mean,TN_C_city_mean,RR_mm_city_mean,PP_hPa_city_mean,FG_ms_city_mean,NDVI_city,TX_C_city_mean_anom,TN_C_city_mean_anom,NDVI_city_anom
2020-01-01,13.029032258064516,-0.4021505376344085,0.37362637362637363,1026.3266666666666,0.9519480519480519,,-7.497440214642845,-8.558342555715223,
2020-01-02,12.129032258064514,-0.7182795698924731,0.37362637362637363,1025.3433333333335,1.0753246753246752,,-8.397440214642847,-8.874471587973288,
2020-01-03,7.856989247311828,-0.2827956989247311,0.14285714285714285,1028.4566666666667,1.5376623376623377,,-12.669483225395533,-8.438987717005546,
2020-01-04,9.11720430107527,-0.46774193548387105,0.08791208791208792,1029.1299999999999,2.135064935064935,,-11.40926817163209,-8.623933953564686,
2020-01-05,9.881720430107526,-1.3075268817204304,0.1978021978021978,1025.0233333333333,1.018181818181818,,-10.644752042599835,-9.463718899801245,
2020-01-06,11.896774193548389,-1.060215053763441,0.4725274725274725,1024.4800000000002,0.9907894736842104,,-8.629698279158973,-9.216407071844255,
2020-01-07,12.024731182795698,-0.8634408602150537,0.15384615384615385,1026.8700000000001,1.0597402597402599,,-8.501741289911664,-9.019632878295868,
2020-01-08,13.554838709677423,-0.543010752688172,0.17582417582417584,1024.3100000000002,0.985714285714286,,-6.9716337630299385,-8.699202770768986,
2020-01-09,12.583157894736841,0.45263157894736844,0.3076923076923077,1021.6566666666666,2.1455696202531644,,-7.94331457797052,-7.703560439133446,
2020-01-10,9.41157894736842,-0.2894736842105263,0.04395604395604396,1024.193103448276,2.7187500000000004,,-11.11489352533894,-8.44566570229134,
2020-01-11,9.438541666666667,-2.4125,0.043478260869565216,1027.1833333333334,1.2175,,-11.087930806040694,-10.568692018080814,
2020-01-12,9.875,-3.305263157894737,0.2391304347826087,1026.0633333333333,1.0974358974358973,,-10.651472472707361,-11.461455175975551,
2020-01-13,8.995833333333334,-2.7906250000000004,0.2826086956521739,1021.5166666666668,1.5775000000000001,,-11.530639139374028,-10.946817018080814,
2020-01-14,8.962500000000002,-2.263541666666667,7.9021739130434785,1017.69,2.085,,-11.56397247270736,-10.41973368474748,
2020-01-15,9.253125,3.2739583333333333,34.20879120879121,1018.7533333333336,2.7212500000000004,,-11.27334747270736,-4.882233684747481,
2020-01-16,12.439583333333333,5.211458333333334,11.791208791208792,1019.9933333333332,3.585000000000001,,-8.086889139374028,-2.9447336847474803,
2020-01-17,10.923157894736844,3.4457446808510643,26.471910112359552,1023.6172413793104,2.69493670886076,,-9.603314577970517,-4.71044733722975,
2020-01-18,10.150000000000002,3.5446808510638297,36.71111111111111,1019.3206896551725,3.5089743589743594,,-10.37647247270736,-4.611511167016984,
2020-01-19,7.68494623655914,0.6301075268817206,3.258426966292135,1018.3821428571429,6.102597402597403,,-12.841526236148221,-7.526084491199094,
2020-01-20,4.352747252747252,-1.221978021978022,8.454545454545455,1019.603846153846,5.71578947368421,,-16.173725219960108,-9.378170040058837,
2020-01-21,5.908695652173915,0.7684782608695654,24.89887640449438,1015.1407407407409,5.392105263157895,,-14.617776820533447,-7.387713757211249,
2020-01-22,8.669148936170213,2.6957446808510643,15.719101123595506,1012.8862068965519,3.2620253164556963,,-11.857323536537148,-5.46044733722975,
2020-01-23,8.835106382978724,1.7095744680851062,49.59340659340659,1013.1551724137933,2.7202531645569623,,-11.691366089728637,-6.4466175499957075,
2020-01-24,8.327956989247314,3.5602150537634403,55.40449438202247,1013.9892857142856,1.9307692307692308,,-12.198515483460048,-4.595976964317374,
2020-01-25,8.57741935483871,3.206451612903226,33.766666666666666,1011.9827586206895,1.7714285714285718,,-11.949053117868651,-4.949740405177588,
2020-01-26,9.348387096774193,1.5817204301075272,0.8222222222222222,1016.7275862068966,1.888311688311689,,-11.178085375933168,-6.574471587973287,
2020-01-27,9.54945054945055,2.2021978021978024,21.149425287356323,1017.7724137931035,3.7815789473684207,,-10.977021923256812,-5.953994215883012,
2020-01-28,11.319565217391307,7.840217391304349,25.45054945054945,1015.9620689655173,4.203896103896104,,-9.206907255316054,-0.31597462677646515,
2020-01-29,12.207446808510639,8.160638297872342,6.417582417582418,1017.6896551724138,2.753846153846154,,-8.319025664196722,0.00444627979152834,
2020-01-30,10.64105263157895,6.162105263157894,18.08695652173913,1018.1862068965517,2.6500000000000004,,-9.885419841128412,-1.99408675492292,
2020-01-31,13.598947368421056,8.472631578947368,20.0,1017.6241379310343,2.41,,-6.927525104286305,0.316439560866554,
2020-02-01,15.545744680851064,9.189473684210528,2.241758241758242,1018.8517241379311,2.963291139240507,,-4.980727791856298,1.0332816661297137,
2020-02-02,15.659574468085106,7.12421052631579,0.2087912087912088,1024.1620689655172,1.4063291139240508,,-4.866898004622255,-1.0319814917650243,
2020-02-03,18.576344086021507,5.050000000000001,0.33707865168539325,1024.1344827586208,1.7025316455696202,,-1.9501283866858543,-3.1061920180808134,
2020-02-04,16.795744680851065,3.8989361702127665,0.08791208791208792,1023.9206896551723,1.9551282051282055,,-3.730727791856296,-4.257255847868048,
2020-02-05,14.118085106382978,1.6294736842105264,0.02197802197802198,1021.5172413793103,1.727848101265823,,-6.4083873663243835,-6.526718333870288,
2020-02-06,13.415957446808513,1.6526315789473687,0.044444444444444446,1017.8413793103448,1.759493670886076,,-7.110515025898849,-6.503560439133445,
2020-02-07,13.44421052631579,2.7410526315789476,1.2808988764044944,1017.7655172413794,1.450632911392405,,-7.082261946391572,-5.415139386501867,
2020-02-08,11.920212765957446,3.798936170212767,6.561797752808989,1019.9103448275863,1.8569620253164552,,-8.606259706749915,-4.357255847868047,
2020-02-09,12.135483870967743,3.942553191489362,0.8777777777777778,1024.1068965517243,2.033333333333334,,-8.390988601739618,-4.213638826591453,
2020-02-10,15.821739130434782,6.0774193548387085,0.47191011235955055,1025.025,2.522077922077922,,-4.704733342272579,-2.0787726632421055,
2020-02-11,13.884210526315792,5.114736842105263,0.23333333333333334,1021.8689655172417,1.321518987341772,,-6.642261946391569,-3.0414551759755515,
2020-02-12,13.189247311827955,6.629787234042554,1.696629213483146,1017.3793103448274,1.1468354430379746,,-7.337225160879406,-1.5264047840382604,
2020-02-13,13.358064516129033,5.558510638297872,0.5054945054945055,1018.0103448275863,2.337974683544304,,-7.168407956578328,-2.5976813797829417,
2020-02-14,14.572340425531916,2.891489361702128,0.15384615384615385,1020.1896551724135,1.208860759493671,,-5.954132047175445,-5.264702656378686,
2020-02-15,15.929032258064517,2.2180851063829787,0.14285714285714285,1020.2068965517243,1.5481012658227848,,-4.597440214642845,-5.938106911697835,
2020-02-16,16.980645161290326,3.4617021276595747,0.21978021978021978,1020.255172413793,2.6417721518987345,,-3.5458273114170353,-4.69448989042124,
2020-02-17,12.922580645161295,3.44731182795699,3.0,1022.9655172413793,2.6303797468354433,,-7.603891827546066,-4.708880190123824,
2020-02-18,12.548387096774194,1.4311827956989247,0.16666666666666666,1026.0655172413794,1.8341772151898734,,-7.978085375933167,-6.725009222381889,
2020-02-19,14.68494623655914,-0.24148936170212776,0.022222222222222223,1024.8689655172413,1.370886075949367,,-5.841526236148221,-8.397681379782941,
2020-02-20,16.19148936170213,0.3521276595744681,0.0,1019.8827586206895,1.5164556962025317,,-4.334983111005233,-7.804064358506346,
2020-02-21,18.606382978723403,1.4297872340425533,0.0,1022.7896551724137,1.5925000000000005,,-1.9200894939839586,-6.726404784038261,
2020-02-22,20.316129032258065,1.8021505376344085,0.0,1025.492857142857,1.4725000000000001,,-0.21034344044929654,-6.354041480446406,
2020-02-23,20.861702127659576,2.527659574468086,0.0,1026.3620689655174,1.4205128205128206,,0.33522965495221513,-5.628532443612729,
2020-02-24,20.106382978723406,2.5372340425531914,0.0,1020.7931034482758,1.712658227848101,,-0.420089493983955,-5.618957975527623,
2020-02-25,15.159574468085106,3.719148936170213,0.01098901098901099,1015.9344827586208,3.4696202531645564,,-5.366898004622255,-4.437043081910601,
2020-02-26,13.392553191489363,2.5542553191489366,0.0,1016.6344827586206,3.2772151898734174,,-7.133919281217999,-5.601936698931878,
2020-02-27,16.200000000000003,2.801075268817205,1.211111111111111,1017.0724137931034,4.230769230769232,,-4.3264724727073585,-5.355116749263609,
2020-02-28,18.230526315789472,2.8378947368421055,0.24175824175824176,1013.0689655172414,1.880769230769231,,-2.295946156917889,-5.318297281238708,
2020-02-29,13.28842105263158,5.062105263157894,12.89010989010989,1007.448275862069,5.844303797468355,,-7.238051420075781,-3.0940867549229196,
2020-03-01,14.045744680851064,6.663829787234044,127.52747252747253,1003.3655172413794,5.682278481012658,0.40419894,-6.480727791856298,-1.49236223084677,0.075968206
2020-03-02,11.543617021276598,3.7148936170212763,12.833333333333334,1003.3357142857142,7.037179487179487,0.40419894,-8.982855451430764,-4.441298401059537,0.075968206
2020-03-03,13.897872340425533,3.6340425531914895,18.177777777777777,1012.4482758620692,5.902531645569621,0.40419894,-6.628600132281829,-4.522149464889324,0.075968206
2020-03-04,15.045744680851065,9.030851063829788,4.144444444444445,1013.4551724137931,3.9569620253164555,0.40419894,-5.480727791856296,0.8746590457489738,0.075968206
2020-03-05,13.240860215053765,5.394623655913979,21.56179775280899,1008.8344827586205,6.0538461538461545,0.40419894,-7.285612257653597,-2.7615683621668348,0.075968206
2020-03-06,10.559782608695654,2.9358695652173914,0.3409090909090909,1014.3821428571428,6.002564102564103,0.40419894,-9.966689864011707,-5.220322452863423,0.075968206
2020-03-07,14.251063829787233,0.8074468085106383,0.26666666666666666,1020.6482758620691,2.1151898734177212,0.40419894,-6.275408642920128,-7.3487452095701755,0.075968206
