date,TX_C_city_mean,TN_C_city_mean,RR_mm_city_mean,PP_hPa_city_mean,FG_ms_city_mean,NDVI_city,ERA5_tp_m,ERA5_u10_ms,ERA5_v10_ms,ERA5_t2m_max_C,ERA5_t2m_min_C,ERA5_t2m_max_C_anom,ERA5_t2m_min_C_anom,TX_C_city_mean_anom,TN_C_city_mean_anom,NDVI_city_anom
2020-01-01,4.678571428571429,-2.9654761904761906,0.010309278350515464,1033.1696969696968,2.7837837837837838,,4.705528e-06,2.1672804,0.77202964,3.718567,0.21429443,-11.1588335,-8.286947,-10.95747070422059,-9.027955084319023,
2020-01-02,5.921428571428572,-4.25,0.010309278350515464,1027.1363636363637,2.686486486486486,,1.2827414e-06,1.6138703,1.7099673,3.5474243,-3.1270752,-11.329976,-11.628317,-9.714613561363446,-10.312478893842833,
2020-01-03,7.252380952380953,1.0750000000000002,33.30927835051546,1017.9454545454545,4.87027027027027,,0.0009728057,3.0943105,2.6039374,6.6934204,0.6359863,-8.18398,-7.8652554,-8.383661180411066,-4.987478893842832,
2020-01-04,5.9,1.3214285714285714,33.628865979381445,1019.2636363636365,6.281081081081082,,0.0015393809,5.16336,-0.72945076,5.1173706,2.6992798,-9.76003,-5.801962,-9.736042132792019,-4.741050322414261,
2020-01-05,3.9047619047619055,-1.6380952380952383,0.4948453608247423,1031.8454545454547,3.1918918918918924,,0.00012883158,2.274346,0.3219314,3.3859863,-0.88879395,-11.491414,-9.390036,-11.731280228030114,-7.700574131938071,
2020-01-06,5.9226190476190474,0.9904761904761905,0.8556701030927835,1027.7242424242424,3.135135135135136,,0.00018880336,1.6952358,1.7724031,5.2417603,3.2477417,-9.63564,-5.2535,-9.713423085172971,-5.072002703366642,
2020-01-07,5.069047619047619,-1.5452380952380953,2.577319587628866,1023.8757575757576,3.086486486486486,,4.462142e-05,1.7409245,1.6649595,4.60791,-1.3847656,-10.26949,-9.886007,-10.566994513744401,-7.607716989080927,
2020-01-08,8.21547619047619,3.1261904761904766,30.350515463917525,1022.939393939394,4.633333333333334,,0.002559175,2.5667837,2.9675543,7.9991455,3.048767,-6.878255,-5.4524746,-7.420565942315829,-2.9362884176523556,
2020-01-09,9.870238095238095,6.810714285714286,66.05154639175258,1017.4454545454545,3.638888888888889,,0.0035321556,1.3433856,2.8111598,10.003754,7.1079407,-4.8736467,-1.393301,-5.765804037553924,0.7482353918714537,
2020-01-10,10.942857142857145,4.8047619047619055,16.97938144329897,1013.2454545454548,4.808108108108109,,0.0038921523,3.6084452,1.4799309,10.432556,8.052734,-4.4448442,-0.4485073,-4.693184989934874,-1.2577169890809268,
