date,TX_C_city_mean,TN_C_city_mean,RR_mm_city_mean,PP_hPa_city_mean,FG_ms_city_mean,NDVI_city,ERA5_tp_m,ERA5_u10_ms,ERA5_v10_ms,ERA5_t2m_max_C,ERA5_t2m_min_C,ERA5_t2m_max_C_anom,ERA5_t2m_min_C_anom,TX_C_city_mean_anom,TN_C_city_mean_anom,NDVI_city_anom
2000-01-01,1.7924050632911395,-2.515189873417721,20.613636363636363,1022.8919999999999,2.2351351351351356,,,,,,,,,-12.801202933000093,-8.039936274699928,
2000-01-02,4.156962025316456,0.9721518987341774,0.6022727272727273,1026.228,3.073684210526316,,,,,,,,,-10.436645970974777,-4.552594502548029,
2000-01-03,6.072151898734178,3.0417721518987344,1.8863636363636365,1022.3480000000002,4.61578947368421,,,,,,,,,-8.521456097557056,-2.4829742493834717,
2000-01-04,5.910126582278482,3.960759493670886,29.681818181818183,1016.5120000000002,4.25,,,,,,,,,-8.68348141401275,-1.5639869076113202,
2000-01-05,6.379746835443038,-0.01898734177215192,0.48863636363636365,1018.2639999999999,5.255263157894737,,,,,,,,,-8.213861160848195,-5.543733743054358,
2000-01-06,4.934177215189874,-2.5354430379746837,6.159090909090909,1020.5040000000001,3.4552631578947373,,,,,,,,,-9.65943078110136,-8.06018943925689,
2000-01-07,6.30379746835443,1.140506329113924,0.5568181818181818,1021.9359999999999,2.9842105263157896,,,,,,,,,-8.289810527936803,-4.384240072168282,
2000-01-08,5.692405063291139,0.16075949367088607,4.511363636363637,1020.2240000000003,3.857894736842106,,,,,,,,,-8.901202933000093,-5.36398690761132,
2000-01-09,5.179746835443039,2.165822784810127,4.136363636363637,1023.4440000000001,2.0236842105263158,,,,,,,,,-9.413861160848194,-3.358923616472079,
2000-01-10,3.3898734177215193,-0.15949367088607597,0.18181818181818182,1034.604,2.0105263157894737,,,,,,,,,-11.203734578569714,-5.684240072168282,
2000-01-11,2.639240506329114,-2.189873417721519,0.045454545454545456,1038.108,2.681578947368421,,,,,,,,,-11.954367489962118,-7.714619819003725,
2000-01-12,1.8189873417721518,-3.941772151898734,0.022727272727272728,1032.4440000000002,3.1526315789473687,,,,,,,,,-12.774620654519081,-9.46651855318094,
2000-01-13,-0.015189873417721532,-5.725316455696203,0.011363636363636364,1023.712,3.431578947368421,,,,,,,,,-14.608797869708955,-11.25006285697841,
2000-01-14,-0.5481012658227848,-6.245569620253164,0.03409090909090909,1024.38,2.1315789473684212,,,,,,,,,-15.141709262114018,-11.77031602153537,
2000-01-15,0.010126582278481016,-2.5253164556962027,1.2386363636363635,1030.556,2.1921052631578952,,,,,,,,,-14.583481414012752,-8.050062856978409,
2000-01-16,2.913924050632912,-4.0518987341772155,16.670454545454547,1028.54,3.663157894736842,,,,,,,,,-11.679683945658322,-9.576645135459422,
2000-01-17,7.454430379746837,2.6987341772151896,39.06818181818182,1011.82,7.210526315789475,,,,,,,,,-7.139177616544396,-2.8260122240670165,
2000-01-18,7.0886075949367084,1.410126582278481,24.261363636363637,1008.1720000000001,6.765789473684211,,,,,,,,,-7.505000401354525,-4.114619819003725,
2000-01-19,2.829113924050633,-1.2367088607594938,2.465909090909091,1021.56,5.010526315789474,,,,,,,,,-11.7644940722406,-6.7614552620417,
2000-01-20,3.9151898734177224,-2.8,81.93181818181819,1017.5760000000002,6.38421052631579,,,,,,,,,-10.678418122873511,-8.324746401282205,
2000-01-21,4.008860759493672,-4.962025316455696,10.147727272727273,1013.4119999999999,5.2026315789473685,,,,,,,,,-10.584747236797561,-10.486771717737902,
2000-01-22,-1.7025316455696202,-6.332911392405063,23.53409090909091,1011.576,2.905263157894737,,,,,,,,,-16.296139641860854,-11.85765779368727,
2000-01-23,-2.679746835443038,-11.368354430379746,0.7613636363636364,1017.5879999999999,2.3000000000000003,,,,,,,,,-17.27335483173427,-16.893100831661954,
2000-01-24,-3.088607594936709,-11.029113924050634,1.9772727272727273,1023.3919999999999,2.3605263157894742,,,,,,,,,-17.68221559122794,-16.553860325332842,
2000-01-25,-3.018987341772152,-13.28860759493671,0.9090909090909091,1027.412,3.047368421052632,,,,,,,,,-17.612595338063386,-18.813353996218915,
2000-01-26,2.130769230769231,-5.642307692307694,4.920454545454546,1024.652,5.092105263157896,,,,,,,,,-12.462838765522001,-11.1670540935899,
2000-01-27,3.065822784810127,1.2759493670886077,1.4659090909090908,1022.548,6.0394736842105265,,,,,,,,,-11.527785211481106,-4.248797034193599,
2000-01-28,2.462025316455696,0.5341772151898735,8.363636363636363,1013.76,6.342105263157895,,,,,,,,,-12.131582679835537,-4.9905691860923325,
2000-01-29,7.0329113924050635,0.42278481012658237,118.61363636363636,995.8439999999999,7.639473684210526,,,,,,,,,-7.56069660388617,-5.101961591155623,
2000-01-30,6.9670886075949365,2.306329113924051,44.125,1001.808,8.00263157894737,,,,,,,,,-7.6265193886962965,-3.218417287358155,
2000-01-31,10.468354430379748,2.5354430379746837,27.772727272727273,1009.9559999999999,8.673684210526316,,,,,,,,,-4.1252535659114855,-2.9893033633075223,
2000-02-01,9.634177215189874,4.618987341772152,15.863636363636363,1016.2360000000001,4.8810810810810805,,,,,,,,,-4.959430781101359,-0.9057590595100544,
2000-02-02,8.229113924050631,4.99240506329114,36.59090909090909,1010.46,5.507894736842106,,,,,,,,,-6.364494072240602,-0.532341337991066,
2000-02-03,6.815189873417722,0.9417721518987342,5.431818181818182,1022.1959999999999,6.01578947368421,,,,,,,,,-7.778418122873511,-4.582974249383472,
2000-02-04,7.2898734177215205,-1.5379746835443038,22.375,1028.2160000000001,5.655263157894737,,,,,,,,,-7.3037345785697125,-7.06272108482651,
2000-02-05,9.255696202531647,5.018987341772152,0.8977272727272727,1024.296,5.750000000000001,,,,,,,,,-5.337911793759586,-0.5057590595100541,
2000-02-06,13.235443037974683,4.340506329113924,0.29545454545454547,1020.368,3.5184210526315787,,,,,,,,,-1.35816495831655,-1.184240072168282,
2000-02-07,10.602531645569622,4.217721518987342,7.375,1012.8840000000001,4.81842105263158,,,,,,,,,-3.9910763507216114,-1.307024882294864,
2000-02-08,9.681012658227848,5.375949367088608,58.26136363636363,1001.5080000000002,6.4184210526315795,,,,,,,,,-4.912595338063385,-0.14879703419359824,
2000-02-09,9.500000000000002,2.7556962025316456,56.06818181818182,1007.1160000000001,8.278947368421052,,,,,,,,,-5.093607996291231,-2.7690501987505605,
2000-02-10,8.265822784810126,3.665822784810127,32.76136363636363,1018.368,5.0394736842105265,,,,,,,,,-6.327785211481107,-1.858923616472079,
